x, y dims for both T and DP
          14        2154
min interval, smoothing pts, hour avg interval
       3      21       1
 
Temperature Standard Deviations
    year   month     day    hour       1       2       3       4       5       6       7       8       9      10
      13       7       5      20    0.08    0.06    0.07    0.05    0.16    0.10    0.04    0.07    0.05    0.05
      13       7       5      21    0.10    0.09    0.12    0.06    0.13    0.11    0.04    0.03    0.06    0.05
      13       7       5      22    0.09    0.04    0.08    0.12    0.11    0.09    0.03    0.05    0.05    0.09
      13       7       5      23    0.09    0.05    0.05    0.08    0.12    0.11    0.04    0.06    0.05    0.10
      13       7       6       0    0.06    0.03    0.05    0.06    0.15    0.07    0.03    0.05    0.03    0.04
      13       7       6       1    0.06    0.06    0.04    0.04    0.10    0.04    0.02    0.07    0.03    0.06
      13       7       6       2    0.06    0.06    0.06    0.04    0.08    0.10    0.03    0.02    0.03    0.04
      13       7       6       3    0.05    0.06    0.04    0.04    0.14    0.06    0.02    0.02    0.03    0.05
      13       7       6       4    0.08    0.09    0.05    0.07    0.07    0.09    0.02    0.02    0.02    0.02
      13       7       6       5    0.06    0.05    0.05    0.05    0.07    0.08    0.04    0.02    0.04    0.04
      13       7       6       6    0.04    0.05    0.04    0.05    0.09    0.10    0.02    0.03    0.03    0.04
      13       7       6       7    0.05    0.05    0.08    0.07    0.09    0.10    0.05    0.08    0.04    0.04
      13       7       6       8    0.04    0.05    0.12    0.08    0.44    0.10    0.06    0.09    0.18    0.19
      13       7       6       9    0.07    0.10    0.22    0.15    0.43    0.11    0.19    0.12    0.12    0.25
      13       7       6      10    0.08    0.18    0.35    0.18    0.48    0.13    0.40    0.13    0.12    0.19
      13       7       6      11    0.28    0.24    0.37    0.26    0.35    0.19    0.22    0.11    0.12    0.30
      13       7       6      12    0.35    0.34    0.22    0.21    0.20    0.21    0.20    0.10    0.17    0.22
      13       7       6      13    0.27    0.40    0.17    0.29    0.14    0.19    0.27    0.12    0.16    0.26
      13       7       6      14    0.22    0.25    0.14    0.17    0.26    0.26    0.26    0.13    0.17    0.26
      13       7       6      15    0.23    0.26    0.16    0.09    0.18    0.30    0.34    0.16    0.16    0.20
      13       7       6      16    0.18    0.16    0.15    0.08    0.15    0.17    0.40    0.11    0.07    0.15
      13       7       6      17    0.26    0.17    0.14    0.10    0.17    0.21    0.27    0.06    0.13    0.12
      13       7       6      18    0.25    0.18    0.15    0.09    0.07    0.15    0.24    0.11    0.04    0.12
      13       7       6      19    0.15    0.10    0.14    0.09    0.07    0.07    0.20    0.07    0.05    0.10
      13       7       6      20    0.12    0.10    0.12    0.07    0.06    0.05    0.11    0.04    0.20    0.08
      13       7       6      21    0.07    0.08    0.16    0.05    0.12    0.06    0.21    0.02    0.04    0.04
      13       7       6      22    0.09    0.04    0.10    0.05    0.15    0.09    0.50    0.03    0.04    0.04
      13       7       6      23    0.09    0.09    0.08    0.08    0.07    0.14    0.45    0.03    0.03    0.05
      13       7       7       0    0.09    0.04    0.08    0.06    0.15    0.08    0.17    0.04    0.03    0.07
      13       7       7       1    0.09    0.08    0.05    0.05    0.12    0.08    0.04    0.02    0.02    0.04
      13       7       7       2    0.04    0.05    0.14    0.09    0.08    0.07    0.03    0.02    0.04    0.05
      13       7       7       3    0.06    0.07    0.07    0.06    0.12    0.09    0.06    0.02    0.04    0.03
      13       7       7       4    0.05    0.04    0.09    0.06    0.09    0.10    0.04    0.02    0.02    0.04
      13       7       7       5    0.07    0.06    0.09    0.08    0.12    0.09    0.04    0.02    0.01    0.03
      13       7       7       6    0.07    0.08    0.08    0.06    0.07    0.08    0.04    0.03    0.04    0.03
      13       7       7       7    0.04    0.07    0.06    0.10    0.08    0.10    0.05    0.07    0.04    0.07
      13       7       7       8    0.03    0.05    0.03    0.06    0.46    0.09    0.04    0.08    0.24    0.18
      13       7       7       9    0.06    0.08    0.13    0.20    0.42    0.11    0.19    0.12    0.14    0.12
      13       7       7      10    0.07    0.17    0.15    0.19    0.39    0.20    0.28    0.08    0.27    0.20
      13       7       7      11    0.18    0.13    0.20    0.18    0.32    0.21    0.13    0.14    0.12    0.18
      13       7       7      12    0.28    0.27    0.37    0.21    0.47    0.20    0.15    0.18    0.14    0.18
      13       7       7      13    0.15    0.30    0.28    0.15    0.44    0.26    0.22    0.16    0.15    0.30
      13       7       7      14    0.13    0.35    0.33    0.18    0.25    0.26    0.21    0.17    0.16    0.20
      13       7       7      15    0.15    0.31    0.19    0.17    0.18    0.29    0.12    0.15    0.14    0.20
      13       7       7      16    0.17    0.18    0.20    0.18    0.16    0.29    0.14    0.20    0.17    0.11
      13       7       7      17    0.16    0.17    0.20    0.14    0.18    0.19    0.12    0.14    0.12    0.12
      13       7       7      18    0.16    0.10    0.14    0.05    0.15    0.11    0.10    0.07    0.09    0.13
      13       7       7      19    0.10    0.15    0.15    0.08    0.08    0.13    0.17    0.08    0.08    0.10
      13       7       7      20    0.12    0.12    0.14    0.08    0.06    0.09    0.12    0.04    0.03    0.05
      13       7       7      21    0.29    0.27    0.21    0.27    0.29    0.42    0.34    0.26    0.24    0.30
      13       7       7      22    0.24    0.21    0.16    0.19    0.15    0.31    0.29    0.29    0.29    0.32
      13       7       7      23    0.12    0.08    0.21    0.20    0.14    0.21    0.17    0.12    0.07    0.08
      13       7       8       0    0.09    0.07    0.17    0.09    0.11    0.13    0.12    0.10    0.10    0.13
      13       7       8       1    0.11    0.08    0.13    0.09    0.20    0.16    0.09    0.04    0.08    0.08
      13       7       8       2    0.09    0.14    0.13    0.05    0.23    0.13    0.10    0.04    0.10    0.05
      13       7       8       3    0.10    0.09    0.16    0.06    0.20    0.08    0.10    0.04    0.05    0.06
      13       7       8       4    0.10    0.07    0.12    0.09    0.25    0.13    0.13    0.06    0.07    0.06
      13       7       8       5    0.08    0.05    0.11    0.06    0.12    0.15    0.13    0.04    0.06    0.09
      13       7       8       6    0.10    0.10    0.09    0.07    0.17    0.17    0.07    0.06    0.07    0.06
      13       7       8       7    0.09    0.08    0.12    0.13    0.12    0.15    0.06    0.10    0.12    0.12
      13       7       8       8    0.13    0.06    0.22    0.13    0.36    0.15    0.15    0.08    0.19    0.11
      13       7       8       9    0.11    0.15    0.23    0.28    0.27    0.18    0.28    0.12    0.17    0.16
      13       7       8      10    0.15    0.24    0.20    0.27    0.33    0.14    0.44    0.13    0.25    0.20
      13       7       8      11    0.24    0.27    0.52    0.12    0.30    0.31    0.17    0.11    0.17    0.26
      13       7       8      12    0.36    0.24    0.34    0.21    0.22    0.25    0.33    0.09    0.25    0.23
      13       7       8      13    0.29    0.25    0.25    0.15    0.21    0.29    0.26    0.10    0.22    0.20
      13       7       8      14    0.34    0.46    0.32    0.25    0.24    0.39    0.36    0.28    0.26    0.17
      13       7       8      15    0.27    0.23    0.25    0.18    0.15    0.34    0.25    0.12    0.22    0.16
      13       7       8      16    0.31    0.18    0.14    0.13    0.23    0.23    0.29    0.17    0.16    0.10
      13       7       8      17    0.22    0.23    0.16    0.14    0.25    0.27    0.29    0.18    0.11    0.19
      13       7       8      18    0.26    0.24    0.19    0.22    0.23    0.19    0.34    0.18    0.11    0.16
      13       7       8      19    0.19    0.08    0.23    0.22    0.41    0.12    0.12    0.10    0.08    0.15
      13       7       8      20    0.26    0.09    0.19    0.13    0.65    1.10    1.36    1.02    1.16    0.60
      13       7       8      21    0.18    0.09    0.19    0.10    0.14    0.18    0.88    0.35    0.23    0.28
      13       7       8      22    0.10    0.07    0.26    0.08    0.09    0.10    1.18    0.05    0.05    0.04
      13       7       8      23    0.10    0.07    0.13    0.09    0.21    0.10    0.51    0.03    0.03    0.06
      13       7       9       0    0.07    0.12    0.14    0.06    0.24    0.12    0.07    0.02    0.05    0.07
      13       7       9       1    0.09    0.12    0.12    0.06    0.19    0.17    0.05    0.02    0.05    0.04
      13       7       9       2    0.14    0.11    0.16    0.07    0.18    0.09    0.12    0.02    0.04    0.04
      13       7       9       3    0.12    0.06    0.13    0.06    0.07    0.09    0.18    0.03    0.04    0.04
      13       7       9       4    0.11    0.07    0.17    0.07    0.06    0.09    0.13    0.03    0.02    0.04
      13       7       9       5    0.10    0.09    0.19    0.11    0.05    0.09    0.12    0.02    0.03    0.03
      13       7       9       6    0.20    0.08    0.11    0.06    0.04    0.12    0.07    0.02    0.03    0.06
      13       7       9       7    0.14    0.08    0.18    0.05    0.09    0.13    0.09    0.12    0.10    0.09
      13       7       9       8    0.19    0.10    0.32    0.16    0.33    0.15    0.19    0.20    0.19    0.15
      13       7       9       9    0.23    0.16    0.44    0.19    0.37    0.15    0.13    0.08    0.15    0.19
      13       7       9      10    0.11    0.24    0.25    0.40    0.34    0.13    0.36    0.14    0.17    0.18
      13       7       9      11    0.20    0.19    0.23    0.32    0.22    0.30    0.33    0.07    0.27    0.35
      13       7       9      12    0.12    0.23    0.56    0.23    0.34    0.34    0.20    0.13    0.29    0.46
      13       7       9      13    0.21    0.17    0.53    0.27    0.33    0.25    0.21    0.22    0.39    0.27
      13       7       9      14    0.27    0.20    0.25    0.18    0.25    0.39    0.14    0.20    0.26    0.32
      13       7       9      15    0.21    0.23    0.23    0.14    0.39    0.14    0.21    0.20    0.25    0.20
      13       7       9      16    0.32    0.24    0.11    0.13    0.41    0.56    0.64    0.32    0.25    0.22
      13       7       9      17    0.22    0.17    0.21    0.29    0.86    1.04    1.14    0.70    0.46    0.32
      13       7       9      18    0.14    0.17    0.25    0.17    0.22    0.17    0.80    0.14    0.16    0.17
      13       7       9      19    0.14    0.07    0.27    0.08    0.16    0.15    1.00    0.09    0.08    0.09
      13       7       9      20    0.40    0.17    0.29    0.25    0.21    0.14    0.60    0.10    0.04    0.14
      13       7       9      21    0.30    0.48    0.36    0.22    0.33    0.41    0.40    0.21    0.21    0.32
      13       7       9      22    0.13    0.13    0.17    0.11    0.26    0.21    0.64    0.11    0.10    0.12
      13       7       9      23    0.13    0.07    0.09    0.07    0.21    0.08    0.55    0.07    0.07    0.09
      13       7      10       0    0.10    0.05    0.10    0.06    0.19    0.10    0.59    0.07    0.06    0.09
      13       7      10       1    0.57    0.30    0.56    0.40    0.45    0.26    0.15    0.30    0.13    0.08
      13       7      10       2    0.21    0.13    0.28    0.23    0.45    0.12    0.14    0.25    0.07    0.09
      13       7      10       3    0.15    0.10    0.17    0.14    0.11    0.05    0.39    0.05    0.14    0.10
      13       7      10       4    0.10    0.03    0.07    0.12    0.09    0.08    0.10    0.08    0.09    0.09
      13       7      10       5    0.07    0.05    0.11    0.05    0.09    0.08    0.14    0.05    0.05    0.08
      13       7      10       6    0.09    0.07    0.11    0.05    0.27    0.10    0.16    0.05    0.08    0.07
      13       7      10       7    0.12    0.10    0.10    0.15    0.20    0.15    0.11    0.08    0.10    0.15
      13       7      10       8    0.17    0.12    0.25    0.13    0.19    0.18    0.11    0.11    0.10    0.11
      13       7      10       9    0.15    0.11    0.23    0.23    0.27    0.15    0.09    0.14    0.18    0.13
      13       7      10      10    0.18    0.24    0.40    0.36    0.56    0.25    0.32    0.24    0.19    0.33
      13       7      10      11    0.20    0.15    0.23    0.25    0.31    0.26    0.21    0.15    0.23    0.18
      13       7      10      12    0.25    0.17    0.25    0.21    0.25    0.26    0.17    0.11    0.09    0.14
      13       7      10      13    0.87    0.41    0.74    0.53    0.39    0.18    0.16    0.21    0.22    0.17
      13       7      10      14    0.62    0.31    0.55    0.38    0.35    0.35    0.24    0.44    0.32    0.49
